,word
1938,بات ہی کیْا ہَے
1939,باہِر
1940,بِدھاوَٹ
1941,بَدھاوْڑا
1942,بانْچ
1943,باہِرات
1944,بات یہ ہَے
1945,بَدھاوَن 
1946,بَدھاوْنا
1947,بَدھاوی
1948,بالا لَبی قَطْعَہ
1949,بَدھائی
1950,باتاں
1951,باتاں جوڑْنا 
1952,بانسی
1953,باہَرلی
1954,بانچْنا
1955,بانْچْنا
1956,باہَرُو
1957,بالا نَشِین
1958,باتْری
1959,بالا ہونا
1960,بانْچَن ہار
1961,بانْچھ
1962,بالا سابقہ
1963,باتْون
1964,بانْچھا
1965,باتوں
1966,باتوں بات
1967,بانْچِھت
1968,بَدھائی دینا
1969,بالا بَنَفْشَئی شُعاع
1970,بانچْھنا
1971,بَدھائی کرنا
1972,بانچْھیا
1973,باعِثَہ
1974,بانْد
1975,بَدھائی مانگنا
1976,بُدھِت
1977,باتوں باتوں
1978,بُدّھِسْٹ
1979,بَدّھَک
1980,باتوں باتوں میں
1981,بانْدا
1982,بَدّھِک
1983,باتوں باتوں میں بَنْد کَرْنا
1984,باہَری
1985,بانْدَر بَنْدَرْیا کا ناچ
1986,بَدَھن
1987,باتوں باتوں باتوں میں دِن گُزَر جانا
1988,باندْرا
1989,باتوں باتوں میں کَہْنا
1990,باندَر پوری توری کَکْڑی
1991,باتوں بُوڑْھا کَرْتَب خوِار
1992,باہَک
1993,بَدھْنا
1994,بانک
1995,بَدھْنا
1996,باندَرْنی بانْدْری
1997,باہُک
1998,بالا
1999,باندَرْیا
2000,باَہم
2001,باَہم دِگَر
2002,باتوں پَر جانا
2003,بالار
2004,بانْدنا
2005,بَدْھنا
2006,باندُو
2007,بالاش
2008,باتوں چِکْنا کاموں خوِار
2009,باَہم 
2010,باتوں سے پُھول جَھْڑنا
2011,باَہم کَرْنا
2012,بالائِش 
2013,بالایِش
2014,بَدْھنا بورْیا
2015,باتوں سے ڈَر جانا
2016,بانْدی
2017,باَہم ہونا
2018,باتوں سے کام نَہِیں چَلْتا
2019,بَدْھنا بوریا لپٹنا
2020,بانْدی اَوروں کے پاؤں دھووے اَپنْے لیے سووے
2021,بانک اولایا
2022,باہَمَگی
2023,باتوں سے کَلیجَہ پَکْ جانا
2024,بانْدی بَچَّہ
2025,بانک پَٹا
2026,بانْدی جَب شادی کَرْنی ہے تو اَیسی ہی کَرْتی ہَے
2027,بانک پَن
2028,باہْمَن
2029,بِدھْنا
2030,بانک کا توڑ
2031,بانْدی کا بیٹا جَنا
2032,باہْمَنی
2033,بانک کا چَھلّا
2034,بانْدی کو باندی کَہا رودی بی بی کو باندی کَہا ہَنس دی
2035,بانْدی کے آگے باندی آئی لوگوں نے جانا آندھی آئی
2036,بانَک
2037,باتوں کا باغ لَگانا
2038,بَدَھنسْنا
2039,بانْدی کے آگے باندی مینھ دیکھے نَہ آندھی
2040,باتوں کار پَہاڑ
2041,بانَک بِگَڑْنا
2042,باہَمَہ
2043,بانَک بَنانا
2044,بانْدی گَری
2045,بَدھْنی
2046,بانَک بَنْنا
2047,باہَمَہ و بے ہَمَہ
2048,بَدھْنی کی فال
2049,باتوں کا تار
2050,باغ
2051,بالائی
2052,باتوں کا جَمْع خَرْچ
2053,باتوں کا جھاڑ
2054,باندھ
2055,باہَمَہ رَو ، بے ہَمَہ شَو
2056,باندھ بُوندھ
2057,باتوں کا دَفْتَر کھولْنا
2058,بَدْھو
2059,باتوں کا دَھنی
2060,باندھ رَکْھنا
2061,باتوں کا لَچّھا
2062,باہَمی
2063,بُدُّھو
2064,باتوں کو اَلَم نَشْرَح کَرْنا
2065,بالائی اُبھار
2066,بِدھْوا
2067,باتوں کی پُڑْیا
2068,باہَمِیَّت
2069,باتوں کی جَھڑی
2070,بالائی اِنْتِظام
2071,باتوں کی طَرَف کان لَگانا
2072,بالائی اَنْیاب
2073,باتوں کی کَنْسوُئِیاں لینا
2074,باندھ سَکیلا پِھیرے اَکیلا
2075,باتوں کے چِکْنے کامُوں کے خوِار
2076,باہَن
2077,باندھ کے
2078,باتوں کے طوطے اُڑانا
2079,بِدھْوا آشْرَم
2080,بالائی آمْدَنی
2081,بالائی آمَد
2082,باندھ کر رَکْھنا
2083,بانْکا
2084,بَدھْوائِن
2085,باتوں کے طوطے مَینا بَنانا
2086,باندھ کِھیسَہ کھا ہَرِیسَہ
2087,بالائی پَتّا
2088,باندھ لانا
2089,بِدَھونْس
2090,باتوں کے قُرْبان
2091,باندْھ
2092,بَدھی
2093,بانْدھا
2094,بالائی پوری
2095,بالائی پَیدا
2096,بالائی تُراب
2097,بالائی حَدِّاَقَل
2098,باتوں میں
2099,بالائی حَنْجَری عُرُوق
2100,بالائی حَنْجَری عَصْب
2101,بَدھّی
2102,بالائی خَرْچ
2103,بانْکا تِرْچھا
2104,بالائی رَقَم
2105,بَدھّی پَہْنانا
2106,باہْنا
2107,بَدھّی دار چِلْمَن
2108,بانْکا ٹیڑھا
2109,بالائی سادَہ دِیدے
2110,بِرْہَم ڈَنْڈ
2111,بِرْہَم راکْشَس
2112,بَدھّی کا ہاتھ
2113,بانْکا چور
2114,بِرْہَم رُوپ
2115,بالائی سَہْمی جَوف
2116,باہْنی
2117,بانْکا چَھیلا
2118,بُدّھی
2119,بِرْہَم سَماج
2120,بِرْہَم گیْان
2121,بِرْہَم گیانْی
2122,باتوں میں اُڑانا
2123,بِرْہَم گھات
2124,باغ باڑی
2125,بِرْہَم گھاتَک
2126,بالائی صَدْفَہ
2127,بِرْہَم لوک
2128,بِرْہَم وِدِّیا
2129,باہُو
2130,بالائی مَزَہ
2131,بَدْھیا
2132,بِرْہَم ہَتِّیا
2133,بِرْہَم ہَِتّھیارا
2134,بالائی مَنْزِل
2135,بَدْھیا اَٹَکْنا
2136,بِرْہما
2137,بالائی یافْت
2138,باہُوت
2139,بِرْہمانڈ
2140,باغ باغ
2141,بَدْھیا بَیْٹھنا
2142,باہی
2143,بانکْپنَ
2144,باغ بان
2145,بَدْھیا کَرْنا
2146,باتوں میں اُلْجھانا
2147,باندھْنا
2148,بانکْپنَ دِکھانا کَرْنا
2149,باتوں میں اُلَجْھنا
2150,باندھْنا بْوندْھنا
2151,باغ بَہار ہونا
2152,بَدَن سِمْٹانا
2153,بَدَن کے رونگٹے کَھڑے ہونا
2154,بِدُورْنا
2155,بِدُوڑنا
2156,بَدْوِیَّت
2157,بَدْوِیَت
2158,بِدِّیِا میں بید 
2159,بُکْٹا 
2160,بًکّٹّا
2161,بُکْٹا بَھرنا
2162,بًکّٹّا بَھرنا
2163,بُکْٹا مارْنا
2164,بًکّٹّا مارْنا
2165,بَکَر چَبانا کھانا
2166,بَکَرا چَبانا کھانا
2167,بَکَرا
2168,بَکْرا
2169,بِکْرار
2170,بِکْرال
2171,بَکْراوتُی کَرْنا
2172,بات دِل پَر نقْش ہونا
2173,بات دِل سے گَڑْھنا 
2174,بات دِل میں بَیٹْھنا
2175,بات دُور ہونا
2176,بات دُور دَراز ہونا
2177,بات زَہْر ہونا
2178,بات زَہْر لَگْنا 
2179,بکری جان سے گئی کھانے والے کو مزا نہ آیا ملا۔
2180,باترَہْنا
2181,بات رَہ جانا
2182,بات سوچْنا
2183,بات سے باہر ہونا 
2184,باو چُھوٹنا
2185,بَکَس
2186,بَکَس بند نیلام
2187,بَکْس بند نیلام
2188,باو کا مارا ماری
2189,باو کا مارا
2190,بَکَس والا
2191,بَکْس والا
2192,باو کھنَبْا
2193,باو کھمَبْا 
2194,بات کار راجا
2195,بات کا سَر پاؤں
2196,باوا آدَم کے وَقْت کا 
2197,بات کَہْہ گُنَہْگار ہونا
2198,بات کے کَہْتے
2199,بکل
2200,بَکْل
2201,بَکَل
2202,بات گِرَہ باندھْنا
2203,بَکُلا 
2204,بََکْلا
2205,چَِخَلَّس بازی
2206,چَِخَلَّص بازی
2207,باوَن تو لے پاو رَتیّ بے میل کُندَن کی بَتّی
2208,بات مُنھ سے نِکْلی پَرائی ہوئی ہَزار میں پَڑی
2209,باوَن گزَاکا
2210,باون
2211,بات گَئی پِھر ہاتھ نَہِیں آتی
2212,باوْنی 
2213,باوِیس 
2214,با ھَتَّر 
2215,بہتر 
2216,بِدیسی
2217,بَدیسی
2218,بالا بُلَندْ
2219,بَدِیہَہ گو
2220,بَدْھ سْتھلی
2221,بَدْھ سْتھان
2222,بَدْھ سْتھل 
2223,بَدْھ وپاے
2224,سے باہَر کا
2225,سے باہَر وار
2226,سے باہَر والا
2227,بانسْری بانسلی
2228,بِدھاتا
2229,بانسوں بڑْھْنا
2230,بات ہیٹی ہونا
2231,باہِرا
2232,بَدھاوَن
2233,باتوں باتوں میں دِن گُزَر جانا
2234,بَدھْنا 
2235,بالا لاحقہ
2236,باَہم کی
2237,باَہم کا 
2238,بالائِش
2239,باتوں کا پَہاڑ
2240,باتوں کار پَہاڑ
2241,باہَمَہ رَو ، بے ہَمَہ شَو 
2242,باتوں میں اُلَجْھنا
2243,بِرَہْمَن
2244,بَرَہْمَن
2245,بَدْھیا مَری تو مَری آگْرہ تو دیکھ لیا
2246,بَدْھیا مَری تو مَری آگْرہ تو دیکھا دیکھ لیا
2247,بانکْپنَ کی لینا
2248,بَرَہْمَن بَرَن
2249,بِرَہْمَن بَرَن
2250,باہیں
2251,بِدْھیا
2252,بالاے
2253,بانکْپنَ نِکالْنا
2254,بَرَہْمَنی
2255,بِرَہْمَنی
2256,بَدھْیانا
2257,بَدھْیتَا
2258,بالاے اَہَم صَباغَت
2259,بَرَہْمَنِیْتَ
2260,بِرہَمْنَیِت
2261,بَدُھیَہ
2262,بالاے سَر
2263,بَرْہَمی
2264,بَدْھیَہ
2265,بَڈ
2266,بَرْہَمی کی لینا
2267,بازُو بَنْد
2268,باہِیَہ
2269,بالاۓ طاق
2270,بِرْہَمی
2271,بَڈ 
2272,بِرْہَمی بُوٹی
2273,بَڈ پَنا
2274,بَڈ پَن
2275,بانکْپَنا
2276,بالاۓ طاق رَکْھنا
2277,بِرْہَمی رَسْمُ الْخَط
2278,باء
2279,اولا
2280,بِرَہَنْس
2281,بُڈ
2282,بانکْڑا
2283,باغ بھَونْری
2284,بُڈ بَھس
2285,بَرْہَنَہ
2286,بَرَہْنَہ
2287,بایَب
2288,بائَب 
2289,باتوں میں آنا
2290,باندْھنُوں
2291,بالْٹی
2292,باتوں میں بَنْد کَرنا
2293,بازُو بھَرْنا
2294,بَرَہْنَہ پا 
2295,بَرْہَنَہ پا
2296,بُڈ پَنا
2297,بُڈ پَن
2298,باتوں میں بَنْد ہونا
2299,بالْٹی طَرِیقَہ
2300,باندْھنُوں بانْدھْنا
2301,باغ پَیرا
2302,بَڈا
2303,ٔبازُو پاے
2304,بَرَہْنَہ ٹوپی
2305,بَرْہَنَہ ٹوپی
2306,بَرَہْنَہ گھوڑا
2307,بَرْہَنَہ گھوڑا
2308,بانْدھْنی پَوری
2309,بَرَہْنَہ مادَر زاد
2310,بَرْہَنَہ مادَر زاد
2311,بازُو پَناہ
2312,بُڈا
2313,بایِب
2314,بائِب
2315,بازُو پَھٹْپَھٹانا
2316,باندَھو
2317,باتوں میں بَہْلانا
2318,باندھی
2319,بالْچَہ
2320,بانکْڑی
2321,بانْدھی
2322,بَڈارْنا
2323,بَڈال
2324,بازُو پَھڑَکْنا
2325,باتوں میں بَہَلْنا
2326,بانْدھی بَندھنا اور چُھوٹی چُھٹنا
2327,بَڈانا
2328,بانکی
2329,باتوں میں پُھسْلانا
2330,بازُو تولْنا
2331,بانْدھی بَندھنا اور کُھولی کُھلنا
2332,باغ پُھولْنا
2333,بائِبِل
2334,باتوں میں تاڑ لینا
2335,بالْچَھڑ
2336,بَڈانہارا
2337,بانْدھی مُوٹھی کا بَڑا بَھرَم
2338,بازُو تھامْنا
2339,بَڈائی
2340,باتوں میں تَہ نِکَلْنا
2341,بانْدھے پِھرنا
2342,بِڈَرْنا
2343,بالْدا
2344,بائِدہ
2345,بُڈَم
2346,باتوں میں ٹال دینا
2347,بَڈْنا
2348,بالْدی
2349,بازُو ٹُوٹْنا
2350,باتوں میں ٹَٹولْنا
2351,بَڈْوار
2352,بَڈوں
2353,بانْڈ
2354,بالَر
2355,بانکْیا
2356,بائِسْکوپ
2357,بانڈ
2358,بَڈوں کو ہِووے دُکْھ بڈَا چھوٹوں سے دُکْھ دُور تارے سَب نیارے رَہیں گہَے چانْد اور سُور
2359,بالِسْٹَر
2360,بانکَیت
2361,باتوں میں جُھلانا
2362,بال سُنْدَر
2363,بازُو ٹُوٹے باز کو سائیں طُعْمہ دے
2364,باِئع
2365,بازُو ٹھونْکْنا
2366,بانڈا
2367,بَڈْہَنْس
2368,بانکے دِھیاڑے
2369,بانکے دِہاڑے
2370,آوَرْد 
2371,آوُرْد نَوِیس
2372,باتوں میں دَھر لینا
2373,بُڈی
2374,بائِل دینا
2375,بالِش
2376,بَڈْیائی
2377,بانْڈی
2378,باتوں میں کُھلْنا
2379,بازُو جھاڑْنا
2380,بَڈھ
2381,بانڈی
2382,باِلش
2383,باتوں میں کھولْنا
2384,بَڈھا
2385,بازُو داری
2386,بائِلَر
2387,باِلش ِ پَر
2388,بَڈّھا
2389,بَڈّھا لَگانا
2390,بانڈی باز
2391,بازُو دَعْویٰ
2392,بانڈی چَٹَکْنا
2393,بَڈّھا لَگْنا
2394,باِلش ِ سَر
2395,بانڈی چَلانا
2396,بازُو دینا
2397,بانڈی چَلنْا
2398,بانگ
2399,باتوں میں لَگا لینا
2400,بَری
2401,باِلش ناز
2402,باتوں میں لَگْنا
2403,بائن
2404,بازُو رَہ جانا
2405,بانّر
2406,بُڈّھا
2407,بالِشْت
2408,باتوں میں لے آنا
2409,بازُو شَل ہونا
2410,بُڈّھا بِیِاہ کر کے پَڑوسْیوں کو سُکْھ ہوئے
2411,باتوں میں لینا
2412,بائنِ ہونا
2413,باتوں میں موہَنی ہے
2414,بُڈّھا بھالُو
2415,بازُو قَوی ہونا
2416,بازُو قَوی رَہنْا
2417,بالِشت
2418,بُڈّھا پَنکھ
2419,باغ ْ چَہ
2420,بائِنَری
2421,بازُو کی مَچْھلی
2422,باتوں ہاتھی پاؤں
2423,باتوں ہاتھی پائیاں 
2424,بالِشت بَھر
2425,باؤُ
2426,بازُو کھولْنا
2427,بانس
2428,بُڈّھا پُھونْس
2429,بُڈّھا پُھوس 
2430,بانس بَرابَر آدمی قَد
2431,بالِشْتَر
2432,باتوں ہی باتوں
2433,بازُو ماْرنا
2434,بانس بَڑھے جُھک جائے اَرَنڈ بَڑھے ٹُوٹ جائے
2435,باتوں ہی باتوں میں
2436,بانس پَر ٹانگْنا
2437,بُڈّھا ٹُھڈّا
2438,بُڈّھا ٹُڈّھا
2439,بانس پَر ٹَنگْنا
2440,بازُو واپَس دینا
2441,بازُو واپَس دِلانا 
2442,بُڈّھا ٹھیڑھا
2443,بُڈّھا ٹھیڑا 
2444,بازُو واپَس لینا
2445,بَلا
2446,باتُونی
2447,بالِشْتَن
2448,بانس پَر چَڑھانا
2449,بانس پَر چَڑْھنا
2450,بازُو ہَلْکا کَرْنا
2451,بُڈّھا چونڈھا
2452,بُڈّھا چونڈا
2453,باتیں
2454,بانس پَڑنا
2455,بُڈّھا کُھوسَٹ
2456,بانس پُور 
2457,بُڈّھا لَگْنے لَگْنا
2458,بائی
2459,بُڈّھا مَرے یا جواَن اپنے حلوے مانڈے سے کام
2460,باِلشْتِیا 
2461,بانس پھوڑ
2462,بانس ٹُوٹْنا
2463,بائی بَشیش
2464,بانس چَڑھے گُڑ کھائے
2465,بالْشَوِزْم
2466,بانس چَلانا
2467,بانس ڈُوبیں پُوری تھاہ مانگے
2468,بانس غَرْقی
2469,بُڈھاپا
2470,بالْشَوِیتَ
2471,باما
2472,بانس کا گھوڑا
2473,بَڈھار
2474,بانس کی جَڑ میں گھموئے جمے ہونا
2475,بانس کی کوٹھی
2476,بَڈھار پَھل
2477,بامْب
2478,بالْشَوِیکی
2479,بانس کے بانس مَلاّحی کی مَلاّحی
2480,بانس کھانا
2481,بَڈھانا
2482,بائی پَچانا
2483,بانس گُن بَسور چَمار گُن آدھور
2484,بَڈھاوْنا
2485,بانس لَگْوانا
2486,بانس لَگانا
2487,بَڈْھ دَھرمی
2488,باتیں اُٹھانا
2489,بانس واڑی
2490,بالِغ
2491,بائی پَچْنا
2492,بُڈھْرا بُڈْھری
2493,بَڈھَل
2494,باتیں اُڑانا
2495,چَڑْھنا
2496,بانسا بَیٹْھنا
2497,بَڈّھنا
2498,بَڈھْنا 
2499,بانسا پِھرْنا
2500,جی پَر قَیامَت رَہْنا
2501,بائی چھوڑْنا
2502,بِڈَھنگ
2503,چَڑْھنا سَڑْنا 
2504,باتیں آنا
2505,بِڈَھنگا
2506,باتیں بَتْلانا
2507,باتیں بَتانا 
2508,چَڑْھنا کچائی نکالنا
2509,بِڈَھونا
2510,باتیں بَکْنا
2511,بازی
2512,بُڈّھوں نے جو کام سِکھایا دھوکا مول نہ وامیں پایا
2513,بُری
2514,بَڈھَئی
2515,باتیں بَگھارْنا
2516,بازی اَبْتَر ہونا
2517,بامَچْہ
2518,بازی اُٹھانا
2519,بُڈّھی
2520,بازی اُٹْھنا
2521,چَڑْھنا مارْگی
2522,بُڈّھی بَھینس کا دُودْھ شَکَر کا گھولْنا بُدّھے مَرْد کی جورُو گلے کا ڈھولْنا
2523,بازی اَڑْنا
2524,بُڈّھی گھوڑی لال لْگام
2525,بازی آنا
2526,بُڈّھی ہوئیں نائیکا اِس حال کو پَہنچِیں سِر ہِلْنے لَگا چھاتْیاں پْتال کو پَہنچِیں
2527,بُڈّھے
2528,بازی بازی بارِیشِ باباہَمْ بازی
2529,بالِغ ُ الدِّماغ
2530,بُڈّھے باپ اور پُرانے کَپْڑے سے شَرمانا نَہیں چاہیے 
2531,بازی بَتانا
2532,باغ سَبْز دِکھانا
2533,بُڈّھے جھاڑ کوں پَھل نَہیں
2534,بازی بَدْنا
2535,جی پَڑْنا
2536,بائے
2537,بالِغ ُ الْعُلُوم
2538,بائے بِرَنگ
2539,بازی بُرْد ہونا
2540,بالِغ مُعْتاد
2541,بازی بَنْد ہونا
2542,بُڈّھے چَونڈے کَلَپ لَگْوانا
2543,بازی پانا
2544,بائیِس
2545,بازی پیش آنا
2546,بالِغ نَظَر
2547,بُڈّھے طوطوں کو پَڑھانا
2548,بازی پِھرْنا
2549,بُڈّھے طوطے پَڑْھنا
2550,بائے سُری
2551,بُڈّھے کا کوئی لاگُو نہیں
2552,بامْداد
2553,بُڈّھے کی سِیْکھ کَرے کام کو ٹِھیک
2554,بُڈّھے کی نہ مَرَے جُورو ، بالے کی نَہ مَرے ماں
2555,بَڈْھیا
2556,بالَغہ
2557,بُڈْھیا
2558,باِئیِسِکل
2559,بُڈْھیان
2560,بالَک
2561,بائیِسی
2562,بالَک باڑی
2563,بالَک پَنا
2564,بالَک پَ
2565,بائیِسی ٹُوٹْنا
2566,بالَک جانے ہِیا مانَس جانے کِیا
2567,باتیں بَنانا
2568,بالَک جوری
2569,بائیِکا
2570,باتُونی تراشْنا
2571,باتیں جَڑْنا
2572,بالَک ہَٹ
2573,باتیں چَباچَبا کَر کَرْنا
2574,بائیِکاٹ
2575,بائِیکو
2576,باتیں چِکْنانا
2577,بازی جِیتْنا
2578,بَذائَت
2579,بائیِگیمی
2580,بازی چَڑْھنا
2581,باتیں چِیتیں
2582,بازی چَلْنا
2583,بائیلا
2584,بالْکا
2585,باتیں چھانٹْنا
2586,بَذْر
2587,بائیلا 
2588,باغ فِدَک
2589,بازی دَبْنا
2590,باتیں چِھڑْنا
2591,بالکا
2592,بالْکا جَنْتَر
2593,بَذْر ُُ الْبنَْج
2594,بامَن
2595,بالْکَنی
2596,بَذْر ِ قُطُونا
2597,بازی دینا
2598,بَذْرَہ
2599,باتیں ڈھالْنا
2600,باتیں ڈالْنا
2601,بامَن بَچَن پَروْان
2602,باتیں سُنانا
2603,بامَن بیٹا لوٹے پوٹے مُول بِیاج دونوں گھوٹے
2604,بَذْرَہ دان
2605,باتیں سُنْنا
2606,بَذِرْ گَر
2607,باغ کاری
2608,باتیں سُوجھانا
2609,بامَن جِیمے جَب ہی پَتْیائے
2610,بالْکی
2611,باتیں کاٹْنا
2612,بَذْری 
2613,بَذْرِیَّہ
2614,بامَن سے دان مانگنا
2615,بازی قائِم
2616,بال گِیر
2617,بامَن کا بیٹا باوَن بَرَس تَک بَونگا
2618,باغ کَرْنا
2619,بَذْرِیَّہ
2620,باتیں کَرْنا
2621,بازی کا پُھول
2622,باتیں گَھڑْنا
2623,بامَن کی بیٹی کَلْمَہ بَھرے پَڑھے جس پہ 
2624,باتیں گُھلانا
2625,بالَم
2626,باتیں لَڑانا
2627,بامَن مَنْتَری بھاٹ خَواص اس راجا کا ہووے ناس
2628,بالَم کِھیرا
2629,بامَن ناچے دھوبی دیکھے
2630,باتیں لَگانا
2631,بازی کَرْنا
2632,باتیں مَٹھارْنا
2633,بَذْل
2634,بازی کوش
2635,بالَن
2636,باغ لَگانا
2637,بازی کُونْڈے جانا
2638,باتیں مِلانا
2639,بَذْلہ
2640,بَذْلہ باز
2641,بالْنا
2642,باتیں مَلْکانا
2643,باغ لگا نَہِیں مَنْگْتوں نےڈیرے ڈال دیے
2644,باتیں نِکالْنا
2645,بالِنْدَہ
2646,بازی کھانا
2647,باتیں ہو چُکْنا
2648,بازی کَھڑْنا
2649,بالَنْگُو
2650,بَذْلہ سَنْج
2651,باغ لَگْنا
2652,بازی کِھلْنا
2653,بالُو
2654,بَذْلہ گُفْتار
2655,باتیں ہونا
2656,بازی کُھلنا
2657,بازی کھولْنا
2658,بالُو بُرْد
2659,بَذْلہ گو
2660,بالُو پَرمَکان بنانا
2661,بَر
2662,باغ نَعِیم
2663,بالُو تْرا تَرائی
2664,باغ والا
2665,بالُو جَنْتَر
2666,بالُو چَر
2667,باغ وان
2668,آہَر جاہَر لَگْنا
2669,بالُو دانی
2670,جی پِھیکا ہونا
2671,بالُو شاہی
2672,بالُو ساہی
2673,بالُو کی بِھیت
2674,بازی کھیلْنا
2675,بالُو کی بِھیت اوچھے کا سَنْگ پر تْرِیا کی پرِیت قِتْلی کا رَنْگ
2676,بازی گاہ
2677,بَر بَرْنا
2678,بَر پانا
2679,بَر جُڑْنا
2680,بَر جوگ
2681,بَر چَنْدن
2682,بَر چُوک
2683,بَر داتا
2684,بَر دار
2685,بَر دائی دایَک
2686,بَر دَکْشنْا
2687,بازی گَر
2688,بالُو کی بِھیت چھے کی مِیت
2689,جی توڑْنا
2690,بازی گَرْنی
2691,بازی گَرَن
2692,بالُو کی دَوات
2693,بَر دِکھائی
2694,ٔبَر دِکھاو
2695,بازی گَہ
2696,بازی لانا
2697,بالُو گَھڑی
2698,بازی لَڑْنا
2699,جی تَھرّانا
2700,بازی لَگانا
2701,ٹھیپی رَکْھنا
2702,بالُو بڑَا
2703,ٹھیپی رَہْنا
2704,بازی لَگْنا
2705,بالو تْرا
2706,بالُو چَری
2707,بازی لے لینا
2708,بازی لے جانا 
2709,بالُوس
2710,بالوں
2711,بازی مات ہونا
2712,بَر دِکَھوّا
2713,بالوں بال بَچْنا
2714,بَر دینا
2715,بالوں ہاتھ چِھنالا کاگوں ہاتھ سَندیسا
2716,بازی مارْنا
2717,بَر ڈُھونڈْنا
2718,بالُونچی
2719,بازی نا دار ہونا
2720,بازی نا دار آنا
2721,بَر کا پنی
2722,بازی نِیر آنا
2723,بَر کا پائجامہ گُھٹَنّا
2724,بازی ہاتھ رَہْنا
2725,بازی ہاتھ آنا
2726,بَر کَِنیّا کو چیچَک کھائے ، ناؤ کاٹ کا کہیں نہ جَائے
2727,بامْی
2728,بَر مانگْنا
2729,بَر مَرے پَٹْواسی نہ ٹوٹے
2730,بازی ہارْنا
2731,بَر یاتٌرا
2732,بالا پَہَنْنا
2733,بازی ہَرْنا
2734,بامْی کھایا
2735,بازے
2736,بامی
2737,جی ٹَھنْڈا ہونا
2738,باتْھ
2739,باتْھ ٹَب
2740,بَر ِ اَعْظّم
2741,باتْھ روم
2742,بامَھن بامْھنی
2743,بَر ِ صَغیِر
2744,باٹ
2745,باٹ چھاپ
2746,باٹ چَھپائی
2747,باٹ چھاپی 
2748,باٹ ہَڑْنا
2749,باٹ ہاڑْنا
2750,بازِیچَہ
2751,جی جانا
2752,باٹ ہاڑْنے ہیں
2753,بازِیچَہ ءِ طِفْلاں
2754,بازِیچَہ ءِ اَطْفال
2755,بازِیچَہ گاہ
2756,باژ
2757,باٹ پاڑْنا
2758,بالی بَِھرْنا
2759,باندَرْنی 
2760,بانْدْری
2761,باَہم کا کی
2762,بانْدی جَب شادی کَرْتی ہے تو اَیسی ہی کَرْتی ہَے
2763,بالائی آمْدَنی
2764,باندھْنا 
2765,بْوندْھنا
2766,بَرَہْمَن
2767,بِرَہْمَن
2768,بَدْھیا مَری تو مَری آگْرہ تو دیکھ لیا
2769,بَدْھیا مَری تو مَری آگْرہ تو دیکھا
2770,ٔبَدھاو
2771,بَدھاوْنا
2772,باندھ 
2773,بُوندھ
2774,بَرَہْمَن 
2775,بان٘کْپنَ نِکالْنا
2776,بَرَہْمَنی 
2777,بِرَہْمَنی
2778,بَرَہْمَنِیْتَ 
2779,بِرہَمْنَیِت
2780,بالاۓ سَر
2781,بَرَہْنَہ 
2782,بائَب
2783,بَرَہْنَہ پا
2784,بَرْہَنَہ پا
2785,بَرْہَنَہ ٹوپی
2786,بَرْہَنَہ مادَر زاد
2787,بائِب 
2788,بایِب
2789,بانکے دِہاڑے
2790,آوَرْد نَوِیس
2791,بائنِ
2792,بالشت
2793,بالشت بَھر
2794,باتوں ہی باتوں میں 
2795,بانس بَڑھے جُھک جائے اَرَنڈ بَڑھے ٹُوٹ جائے 
2796,بازُو واپَس دِلانا
2797,بُڈّھا چونڈھا
2798,بانس پور
2799,بانس پُور
2800,بُڈّھا لَگْنا
2801,بَڈّھنا
2802,باتیں بَتانا
2803,سَبْزباغ دِکھانا 
2804,بُڈّھے جھاڑ کوں پَھل نَہیں 
2805,بُڈّھے کا کوئی لاگُو نہیں 
2806,بالَک پَن
2807,باتیں ڈھالْنا
2808,باتیں ڈالْنا 
2809,بَذْرِ گَر
2810,بامَن جِی مے جَب ہی پَتْیائے
2811,بَذْرِیَّہ
2812,بامَن کی بیٹی کَلْمَہ بَھرے پَڑھے جَپسے
2813,بالُو شاہی
2814,بَر دایَک
2815,بَر دائی
2816,بازی گَرْنی
2817,بَر دِکھائی
2818,بازی لے جانا لینا
2819,ڈُھونڈْنا
2820,بازی نا دار ہونا
2821,بازی نا دار آنا 
2822,بامْھنی
2823,بامَھن 
2824,باٹ چَھپائی
2825,باٹ چھاپی
2826,باٹ ہاڑْنا 
2827,باٹ پاڑُُو
2828,بالی بھولی
2829,باٹ بَھلی پَر سانکْری
2830,بالی پَتّا
2831,باٹ پَر آنک رَکْھنا
2832,بالی پَنا
2833,بالی پَن
2834,باس
2835,باس بَنْیا
2836,بالی عُمَرْیا
2837,بالی عُمْر
2838,باٹ پَڑْنا
2839,باس پَکَڑْنا
2840,بالی کا پَنْکھا
2841,باس دینا
2842,باٹ پَکَڑْنا
2843,بالی کی سوئیا
2844,باس کَرْنا
2845,باس مَتی
2846,بالی کی گونج
2847,بَر سابقہ
2848,بالی کی مَجْھلی
2849,باٹ تُڑانا 
2850,بَر اَرْضی
2851,باٹ تَنگ کَرْنا
2852,بَر اُفْتاد
2853,باٹ جانْہار جانے ہار
2854,بَر اُفْتادّہ
2855,باس لینا
2856,باٹ جوہْنا
2857,باٹ چَلْنا
2858,باٹ چَلے جانْیے یا باہا پڑے جانْیے
2859,بَر اَفْروخْتَہ
2860,باٹ خَرْچی
2861,باٹ خَرْچَہ
2862,بَر اَفْروخْتَہ خاطِر
